,Cluster,x,y
1361,10,887269,166179
1362,10,830159,134329
1363,10,850925,157811
1364,10,847276,121785
1365,10,870599,149782
1366,10,780153,136449
1367,10,814379,132655
1368,10,834483,173379
1369,10,852423,159874
1370,10,854012,157449
1371,10,883375,158482
1372,10,850219,110573
1373,10,836450,151205
1374,10,881217,172320
1375,10,813239,139752
1376,10,871255,140340
1377,10,789356,159383
1378,10,873690,156226
1379,10,858834,149259
1380,10,778867,140736
1381,10,872057,122354
1382,10,882097,161493
1383,10,787336,144875
1384,10,849751,167033
1385,10,843833,170416
1386,10,850663,157840
1387,10,812240,177846
1388,10,838609,140215
1389,10,850959,157920
1390,10,859703,156782
1391,10,854753,190254
1392,10,895723,126593
1393,10,857833,170565
1394,10,850200,164752
1395,10,845303,150476
1396,10,877422,134877
1397,10,850153,155701
1398,10,819256,201704
1399,10,871689,155981
1400,10,818014,140185
1401,10,815298,167390
1402,10,864088,171351
1403,10,902529,162041
1404,10,908069,146564
1405,10,799326,106384
1406,10,854996,81095
1407,10,843813,182032
1408,10,888504,147016
1409,10,877964,242679
1410,10,851866,156896
1411,10,821361,175823
1412,10,810775,160434
1413,10,843150,156573
1414,10,844088,150085
1415,10,830620,117906
1416,10,835790,127898
1417,10,819541,117296
1418,10,858703,157931
1419,10,857846,153281
1420,10,876408,183646
1421,10,842576,153072
1422,10,848974,199427
1423,10,862925,243856
1424,10,856561,128799
1425,10,834171,189042
1426,10,872516,217570
1427,10,869167,105039
1428,10,819670,183364
1429,10,846575,159002
1430,10,895127,152283
1431,10,830445,186055
1432,10,792179,148539
1433,10,852410,187705
1434,10,853554,158012
1435,10,927170,250593
1436,10,825605,167750
1437,10,846731,162515
1438,10,878170,123364
1439,10,884966,133900
1440,10,866987,154415
1441,10,846284,113820
1442,10,873474,159567
1443,10,878258,158631
1444,10,882306,173836
1445,10,856924,169071
1446,10,794260,129843
1447,10,851568,114049
1448,10,868736,179354
1449,10,925732,210388
1450,10,868375,161990
1451,10,855593,161003
1452,10,849599,157084
1453,10,868317,177001
1454,10,800304,163436
1455,10,823740,169808
1456,10,856202,158811
1457,10,883929,121705
1458,10,851010,157593
1459,10,872506,157517
1460,10,850533,160136
1461,10,816393,185056
1462,10,850911,157772
1463,10,812942,85345
1464,10,835581,147664
1465,10,913298,162009
1466,10,858172,137586
1467,10,872781,154295
1468,10,871597,185239
1469,10,923120,170161
1470,10,837019,215527
1471,10,835702,176502
1472,10,837017,154170
1473,10,859177,143273
1474,10,866851,129505
1475,10,855852,134834
1476,10,924289,171369
1477,10,860154,113364
1478,10,836739,162321
1479,10,850775,162968
1480,10,884750,154317
1481,10,849681,125345
1482,10,854463,159977
1483,10,883567,161769
1484,10,848137,87922
1485,10,823676,152154
1486,10,848135,130674
1487,10,844400,150812
1488,10,864494,136669
1489,10,878157,210496
1490,10,851088,157432
1491,10,786528,104976
1492,10,860106,157080
1493,10,861412,205239
1494,10,820675,168154
1495,10,834036,144156
1496,10,842907,133992
1497,10,846720,162060
1498,10,871544,144135
1499,10,849003,115373
1500,10,856753,145184
1501,10,839757,190518
1502,10,865113,161302
1503,10,846936,161313
1504,10,845802,172285
1505,10,844357,163402
1506,10,881106,105566
1507,10,877835,151890
1508,10,839445,149778
1509,10,866560,165110
1510,10,845798,213118
1511,10,818668,120458
1512,10,831446,182864
1513,10,900955,185733
1514,10,836647,167267
1515,10,874672,104851
1516,10,849126,121710
1517,10,889142,154467
1518,10,855993,225023
1519,10,854095,158510
1520,10,850787,125678
1521,10,859298,139834
1522,10,829216,121494
1523,10,837676,148639
1524,10,851919,127963
1525,10,841353,125628
1526,10,848563,117708
1527,10,893106,176595
1528,10,852503,146551
1529,10,848290,143184
1530,10,825541,151495
1531,10,883231,232031
1532,10,864667,143614
1533,10,805089,96540
1534,10,854909,149938
1535,10,847097,176660
1536,10,910435,171155
1537,10,878749,188759
1538,10,871780,158486
1539,10,841292,155620
1540,10,846011,160034
1541,10,855969,193497
1542,10,860927,110775
1543,10,808069,134402
1544,10,848413,183717
1545,10,791722,162000
1546,10,852104,134678
1547,10,806567,140259
1548,10,847423,161535
1549,10,867993,162841
1550,10,828038,149181
1551,10,849404,170474
1552,10,841967,150890
1553,10,850945,161669
1554,10,888697,143969
1555,10,813868,188928
1556,10,864991,159874
1557,10,881109,152198
1558,10,811694,188374
1559,10,900360,153622
1560,10,885764,151791
1561,10,814553,164190
1562,10,895623,178393
1563,10,829790,205695
1564,10,865170,173755
1565,10,850453,155432
1566,10,864211,216526
1567,10,848770,111076
1568,10,791199,164843
1569,10,834165,140684
1570,10,843905,219401
1571,10,857328,143692
1572,10,838146,159541
1573,6,340693,569371
1574,6,315965,587160
1575,6,405652,622938
1576,6,359831,554975
1577,6,349296,557688
1578,6,289423,559134
1579,6,408689,562521
1580,6,321312,574721
1581,6,286568,547471
1582,6,370259,585265
1583,6,339967,562602
1584,6,410917,614521
1585,6,283570,563726
1586,6,347197,591316
1587,6,342064,570045
1588,6,317331,556086
1589,6,335792,541310
1590,6,330455,568758
1591,6,366794,582584
1592,6,378697,591764
1593,6,339981,565418
1594,6,338342,566864
1595,6,338474,563350
1596,6,432052,613723
1597,6,340064,550509
1598,6,334354,578047
1599,6,296775,572432
1600,6,353335,592567
1601,6,334016,562797
1602,6,328438,532686
1603,6,365927,571713
1604,6,343247,564376
1605,6,325057,581121
1606,6,330881,579058
1607,6,378648,579579
1608,6,339115,566863
1609,6,333299,597586
1610,6,367048,553451
1611,6,345840,561591
1612,6,366934,581294
1613,6,358793,547046
1614,6,393570,579641
1615,6,304399,545221
1616,6,353979,578923
1617,6,337002,589527
1618,6,327738,559624
1619,6,334549,579199
1620,6,297110,556485
1621,6,327403,548875
1622,6,413894,564459
1623,6,326043,553772
1624,6,337811,558454
1625,6,333901,532836
1626,6,340545,568654
1627,6,358483,554925
1628,6,318065,581616
1629,6,367751,578289
1630,6,331667,570387
1631,6,321519,561045
1632,6,299578,572052
1633,6,339632,536577
1634,6,339993,544064
1635,6,268672,508874
1636,6,332960,569308
1637,6,345042,566973
1638,6,352220,602793
1639,6,333934,537464
1640,6,312386,555195
1641,6,334182,558498
1642,6,335328,562880
1643,6,303637,570253
1644,6,353145,580916
1645,6,325118,556212
1646,6,294310,563522
1647,6,371563,547746
1648,6,373894,555347
1649,6,407040,577739
1650,6,337298,565486
1651,6,357813,572855
1652,6,304157,566007
1653,6,335918,566525
1654,6,330127,570072
1655,6,339212,538693
1656,6,357275,551101
1657,6,334785,565575
1658,6,326152,563230
1659,6,345903,561314
1660,6,238748,551038
1661,6,331175,551842
1662,6,352520,566829
1663,6,341675,560197
1664,6,354746,552404
1665,6,412500,594675
1666,6,277027,536847
1667,6,322209,547247
1668,6,375619,553791
1669,6,288068,561932
1670,6,344770,570309
1671,6,284031,566654
1672,6,324442,567881
1673,6,356246,549756
1674,6,404420,577532
1675,6,336829,562228
1676,6,293591,522132
1677,6,342963,582232
1678,6,338860,561151
1679,6,324055,590810
1680,6,328331,541094
1681,6,357737,597104
1682,6,392534,593343
1683,6,298665,568245
1684,6,343376,575709
1685,6,338863,563107
1686,6,361370,552483
1687,6,338935,567577
1688,6,350117,535859
1689,6,371000,555062
1690,6,368617,554066
1691,6,331795,529654
1692,6,344237,573700
1693,6,280110,522025
1694,6,328657,564864
1695,6,452457,597461
1696,6,333669,542228
1697,6,320628,564596
1698,6,316642,553340
1699,6,340712,563178
1700,6,349955,535578
1701,6,261538,525920
1702,6,411008,607342
1703,6,317136,563479
1704,6,297022,574097
1705,6,319927,524637
1706,6,359772,568428
1707,6,344791,578536
1708,6,324093,580491
1709,6,373907,558472
1710,6,321905,573147
1711,6,341721,576427
1712,6,386373,606623
1713,6,338588,543875
1714,6,341578,558672
1715,6,371616,570648
1716,6,331987,568997
1717,6,341329,565571
1718,6,334350,556417
1719,6,330482,571217
1720,6,338950,572545
1721,6,289087,565427
1722,6,343997,585193
1723,2,225786,529417
1724,6,365567,547606
1725,6,320827,519618
1726,6,286990,529505
1727,6,321517,569562
1728,6,388806,569524
1729,6,411796,581307
1730,6,331440,551885
1731,6,325958,573367
1732,6,348171,569251
1733,6,344239,530765
1734,6,419151,577335
1735,6,321309,569996
1736,6,386377,574187
1737,6,342099,561508
1738,6,366688,562413
1739,6,321657,538660
1740,6,403004,613466
1741,6,363304,553764
1742,6,384922,582877
1743,6,304556,568584
1744,6,336787,538925
1745,6,327998,571265
1746,6,303269,531608
1747,6,313649,523765
1748,6,337889,558031
1749,6,360165,553303
1750,6,340032,561740
1751,6,338634,564414
1752,6,351459,565704
1753,6,412767,593558
1754,6,283474,532727
1755,6,336928,557412
1756,6,366478,594677
1757,6,343450,570659
1758,6,331616,565089
1759,6,354529,573677
1760,6,276703,559740
1761,6,282066,560178
1762,6,331366,567311
1763,6,321910,573825
1764,6,290107,571927
1765,6,281979,518199
1766,6,374695,563163
1767,6,340191,567638
1768,6,338583,563529
1769,6,358312,559466
1770,6,338474,564151
1771,6,338205,566246
1772,6,342901,582886
1773,6,265815,540385
1774,6,304086,576100
1775,6,347966,563506
1776,6,346144,560472
1777,6,352381,592377
1778,6,318681,528806
1779,6,369366,561201
1780,6,310041,533285
1781,6,344314,595915
1782,6,363956,609339
1783,6,328586,551385
1784,6,330767,552963
1785,6,312558,520650
1786,6,315850,573154
1787,6,379388,567285
1788,6,329905,579935
1789,6,352209,548608
1790,6,357679,548036
1791,6,339288,588052
1792,6,330335,568221
1793,6,341559,562163
1794,6,341925,569393
1795,6,327695,543105
1796,6,335999,549795
1797,6,302359,534317
1798,6,332586,566187
1799,6,330750,561657
1800,6,400380,588221
1801,6,337910,562252
1802,6,336549,565597
1803,6,343717,559909
1804,6,332116,594868
1805,6,358384,556361
1806,6,415881,584352
1807,6,345164,579614
1808,6,316395,537403
1809,6,340970,564831
1810,6,340383,600071
1811,6,326627,534442
1812,6,356865,545785
1813,6,306298,551902
1814,6,347575,565576
1815,6,302583,571881
1816,6,352424,557574
1817,6,279008,521035
1818,6,335029,553213
1819,6,338753,563384
1820,6,324032,577807
1821,6,327973,534972
1822,6,321924,527106
1823,6,345495,579864
1824,6,385091,599401
1825,6,361138,551307
1826,6,332884,533990
1827,6,269126,508814
1828,6,350056,566657
1829,6,374117,546122
1830,6,350283,559840
1831,6,335525,567445
1832,6,350798,535657
1833,6,289002,520678
1834,6,324516,522674
1835,6,364844,571623
1836,6,351815,574947
1837,6,275524,559548
1838,6,348773,583528
1839,6,308966,523409
1840,6,316313,570785
1841,6,341966,561987
1842,6,341446,538787
1843,6,318823,565345
1844,6,347522,587567
1845,6,293746,544468
1846,6,334983,572690
1847,6,325125,564342
1848,6,330145,546705
1849,6,336336,563145
1850,6,302353,545544
1851,6,321216,569834
1852,6,285152,520229
1853,6,335027,565050
1854,6,332270,556288
1855,6,341016,545280
1856,6,339640,561426
1857,6,338633,563504
1858,6,324952,565867
1859,6,353583,554147
1860,6,385183,556284
1861,6,292636,520371
1862,6,289176,571435
1863,6,310944,559497
1864,6,336974,563207
1865,6,337173,557853
1866,6,396903,591235
1867,6,324440,567074
1868,6,333378,557892
1869,6,300366,565761
1870,6,344437,529492
1871,6,325871,558965
1872,6,367641,556309
1873,6,344552,554676
1874,6,297212,546223
1875,6,355924,577596
1876,6,331340,524203
1877,6,292932,558293
1878,6,306346,523584
1879,6,341966,586266
1880,6,282430,560217
1881,6,326251,549298
1882,6,335201,585318
1883,6,351564,573155
1884,6,322365,530808
1885,6,405542,600089
1886,6,296763,528676
1887,2,221233,538472
1888,6,338084,560295
1889,6,345674,579033
1890,6,325883,560492
1891,6,345123,577788
1892,6,329859,564384
1893,6,353939,570931
1894,6,409616,575024
1895,6,365058,545456
1896,6,404782,557913
1897,6,368724,598412
1898,6,344096,575522
1899,13,182618,346663
1900,13,171461,348130
1901,13,186536,330019
1902,13,177241,292639
1903,13,248683,383412
1904,13,174057,358906
1905,13,215243,289985
1906,13,170688,343596
1907,13,144502,345417
1908,13,165689,356983
1909,13,168443,367928
1910,13,165158,343946
1911,13,159711,352701
1912,13,175781,341039
1913,13,233480,289069
1914,13,189029,366740
1915,13,168573,350387
1916,13,170271,306395
1917,13,192775,350028
1918,13,152054,345632
1919,13,139299,314046
1920,13,202053,322650
1921,13,134695,350397
1922,13,159654,381778
1923,13,188093,324040
1924,13,183236,338163
1925,13,156984,430950
1926,13,182751,435819
1927,13,198908,372797
1928,13,198517,325721
1929,13,161345,350804
1930,13,210497,359835
1931,13,141993,331189
1932,13,170788,373545
1933,13,166449,363036
1934,13,155479,345893
1935,13,186380,363938
1936,13,129332,360811
1937,13,224225,376975
1938,13,165945,345849
1939,13,223550,323197
1940,13,122755,434879
1941,13,166584,349245
1942,13,179472,342273
1943,13,148749,359845
1944,13,177505,332053
1945,13,160222,380591
1946,13,178869,370161
1947,13,170002,370000
1948,13,164354,347671
1949,13,169966,368623
1950,13,145867,363616
1951,13,181561,358111
1952,13,164915,350360
1953,13,166973,341636
1954,13,153181,277968
1955,13,155505,355581
1956,13,160835,347784
1957,13,211265,396792
1958,13,203254,362605
1959,13,137967,354539
1960,13,174064,357989
1961,13,179609,408365
1962,13,176506,351827
1963,13,172879,347028
1964,13,180506,330980
1965,13,185966,359964
1966,13,146070,316860
1967,13,152957,321354
1968,13,163190,331719
1969,13,186914,361706
1970,13,159191,309314
1971,13,170425,316185
1972,13,162040,316797
1973,13,195000,354829
1974,13,126702,351222
1975,13,213064,290947
1976,13,140612,350010
1977,13,172885,352621
1978,13,170155,343568
1979,13,186806,334070
1980,13,146072,288800
1981,13,169293,348686
1982,13,169502,411323
1983,13,152861,407965
1984,13,156041,295117
1985,13,117585,391892
1986,13,163981,344090
1987,13,158664,310765
1988,13,141113,351050
1989,13,163796,345091
1990,13,160369,353500
1991,13,235671,300234
1992,13,140876,334435
1993,13,108232,373112
1994,13,192460,388323
1995,13,133744,308918
1996,13,216209,437830
1997,13,156945,339397
1998,13,199859,316334
1999,13,159496,331641
2000,13,167845,341409
2001,13,182435,365508
2002,13,133795,360518
2003,13,169628,365003
2004,13,167262,399527
2005,13,177728,352687
2006,13,130683,363204
2007,13,198197,344933
2008,13,197735,355477
2009,13,172020,342883
2010,13,185561,342784
2011,13,202011,337353
2012,13,157394,346500
2013,13,182050,424341
2014,13,129664,341196
2015,13,173188,355248
2016,13,182499,310438
2017,13,170384,339979
2018,13,182093,321311
2019,13,185696,338006
2020,13,102221,374657
2021,13,165881,364469
2022,13,164875,349007
2023,13,159120,340829
2024,13,168274,374689
2025,13,178495,373915
2026,13,179811,342089
2027,13,162606,363185
2028,13,173908,362098
2029,13,133580,348602
2030,13,190634,357254
2031,13,186503,369651
2032,13,127134,379827
2033,13,169145,355279
2034,13,140121,346875
2035,13,141860,324304
2036,13,200251,306215
2037,13,174373,363552
2038,13,170022,347877
2039,13,165657,338722
2040,13,186361,351075
2041,13,213022,338238
2042,13,155228,357729
2043,13,171614,435530
2044,13,175586,365049
2045,13,187858,381077
2046,13,171074,293610
2047,13,153738,360530
2048,13,199043,270173
2049,13,165886,348709
2050,13,159428,300364
2051,13,197463,378513
2052,13,161273,347538
2053,13,186082,330058
2054,13,143732,279724
2055,13,142899,329415
2056,13,156977,424622
2057,13,174878,362329
2058,13,148915,338914
2059,13,187324,377187
2060,13,175766,380534
2061,13,185071,362905
2062,13,158550,354818
2063,13,174672,345849
2064,13,169880,343122
2065,13,109090,326101
2066,13,187854,354777
2067,13,153903,353738
2068,13,190241,329582
2069,13,102983,382712
2070,13,143117,345163
2071,13,188985,367645
2072,13,174834,411644
2073,13,144228,344974
2074,13,146821,297434
2075,13,171848,343242
2076,13,94382,320888
2077,13,154412,310120
2078,13,176490,344679
2079,13,170616,352610
2080,13,81648,360080
2081,13,153607,379395
2082,13,183970,355973
2083,13,105444,361358
2084,13,158571,361986
2085,13,177579,319865
2086,13,198892,322470
2087,13,216975,296647
2088,13,166654,350678
2089,13,189102,333074
2090,13,198712,303299
2091,13,137098,384889
2092,13,144306,328086
2093,13,142455,343512
2094,13,178319,318244
2095,13,168886,353913
2096,13,174656,393278
2097,13,130805,354417
2098,13,176433,350561
2099,13,142252,329183
2100,13,165476,377389
2101,13,210102,333312
2102,13,129453,321221
2103,13,144705,375936
2104,13,206687,342276
2105,13,153583,352282
2106,13,189499,356601
2107,13,159392,351000
2108,13,181463,326571
2109,13,162975,335389
2110,13,157691,334886
2111,13,154167,353183
2112,13,165607,362883
2113,13,182239,333302
2114,13,176982,354631
2115,13,183516,374212
2116,13,191099,341570
2117,13,184570,360446
2118,13,207804,354938
2119,13,198493,326704
2120,13,149269,341445
2121,13,184798,392233
2122,13,174438,319075
2123,13,107124,325984
2124,13,76052,360840
2125,13,159302,337993
2126,13,140101,341028
2127,13,168149,345638
2128,13,150009,371014
2129,13,157193,350343
2130,13,111476,358647
2131,13,151164,332239
2132,13,171318,373473
2133,13,175169,349454
2134,13,162600,392531
2135,13,168067,340249
2136,13,170102,323164
2137,13,124132,340448
2138,13,149863,284721
2139,13,168079,347343
2140,13,128953,304971
2141,13,169228,364545
2142,13,198415,321418
2143,13,183610,321788
2144,13,220869,407358
2145,13,159472,372246
2146,13,170837,353968
2147,13,165653,317602
2148,13,135537,356169
2149,13,166973,334724
2150,13,158750,312102
2151,13,161448,373412
2152,13,158713,379013
2153,13,180493,319750
2154,13,125715,302114
2155,13,194033,340466
2156,13,158871,312380
2157,13,161387,343617
2158,13,169121,347594
2159,13,167653,352074
2160,13,125902,318850
2161,13,217686,296514
2162,13,171986,429306
2163,13,211360,279794
2164,13,157181,346842
2165,13,188909,341194
2166,13,140128,325904
2167,13,117874,389929
2168,13,162921,317643
2169,13,173978,346514
2170,13,98533,355691
2171,13,194956,372256
2172,13,164847,287064
2173,13,174410,372064
2174,13,149092,352682
2175,13,166323,352927
2176,13,178515,370287
2177,13,169337,348605
2178,13,122986,334382
2179,13,145282,391482
2180,13,185919,363092
2181,13,180519,368284
2182,13,181227,347052
2183,13,168284,309036
2184,13,198251,335402
2185,13,160922,347681
2186,13,141861,328909
2187,13,147911,328024
2188,13,178264,330827
2189,13,178235,346006
2190,13,195151,317753
2191,13,122360,357480
2192,13,167330,332452
2193,13,115363,305575
2194,13,185661,404482
2195,13,177858,352255
2196,13,113068,317574
2197,13,125675,360158
2198,13,172842,351663
2199,2,124724,459999
2200,13,169069,348929
2201,13,185253,344152
2202,13,155625,262321
2203,13,158201,315944
2204,13,171277,361020
2205,13,209553,326461
2206,13,160165,362858
2207,13,190725,336160
2208,13,169994,409806
2209,13,179463,361279
2210,13,172662,388185
2211,13,165284,425978
2212,13,160206,303063
2213,13,155690,368375
2214,13,124516,325289
2215,13,179326,321160
2216,13,165573,305517
2217,13,155508,372355
2218,13,166799,318482
2219,13,161780,324523
2220,13,168805,351913
2221,13,206519,355629
2222,13,163091,350167
2223,13,176144,353300
2224,13,179483,359645
2225,13,213951,352868
2226,13,164046,346109
2227,13,169569,346955
2228,13,225356,318394
2229,13,214966,358837
2230,13,159253,343477
2231,13,219779,330969
2232,13,169876,340860
2233,1,669118,354195
2234,1,613682,399434
2235,1,617399,392653
2236,1,629247,364078
2237,1,641070,424917
2238,1,609532,388425
2239,1,629369,398359
2240,1,605911,379990
2241,1,622550,391601
2242,8,607905,403460
2243,1,679465,399014
2244,1,608711,373665
2245,1,623498,399288
2246,1,601212,370698
2247,8,574989,407228
2248,8,563517,391159
2249,1,687717,379483
2250,1,616040,330855
2251,1,653024,367312
2252,8,607440,403119
2253,1,620240,397022
2254,8,599215,391457
2255,8,587478,424878
2256,1,613921,394043
2257,1,624328,392133
2258,1,635887,384511
2259,8,559877,401053
2260,1,617755,401065
2261,1,693265,388552
2262,8,559933,403956
2263,1,655859,416496
2264,1,625919,402984
2265,8,595215,391491
2266,1,617493,379303
2267,8,598657,442558
2268,8,601644,436831
2269,1,617118,374098
2270,8,591051,389443
2271,1,617296,386864
2272,1,616468,394118
2273,1,630384,376295
2274,8,558770,390646
2275,1,637332,414017
2276,8,556780,409205
2277,8,577473,384210
2278,1,650054,432740
2279,1,595063,328609
2280,1,714443,433876
2281,8,603566,410391
2282,8,562356,383175
2283,8,546166,423311
2284,1,626539,394908
2285,1,663820,416308
2286,1,710910,464586
2287,1,624310,398408
2288,1,632546,389750
2289,1,667249,417107
2290,1,608309,377530
2291,1,611357,393577
2292,1,658219,436184
2293,1,615032,402225
2294,1,628131,406850
2295,1,632390,363198
2296,8,575116,345564
2297,1,625784,441883
2298,1,618893,419740
2299,8,579564,428498
2300,1,686324,364237
2301,8,586242,396484
2302,1,623248,399928
2303,1,609219,362804
2304,8,537211,376777
2305,8,605310,394011
2306,1,634973,450542
2307,8,595411,413706
2308,8,613037,419086
2309,1,617444,397675
2310,1,633304,366062
2311,8,592620,446156
2312,1,631633,337973
2313,1,619637,395224
2314,1,620330,398630
2315,1,621964,409409
2316,1,618446,372298
2317,1,629789,426313
2318,1,608687,374928
2319,1,680646,375662
2320,8,591831,438997
2321,8,550086,442382
2322,1,620330,396776
2323,8,551236,401856
2324,1,617178,414525
2325,8,584938,344365
2326,8,622636,456843
2327,1,649987,408293
2328,1,613719,382828
2329,8,576987,392508
2330,8,599766,409755
2331,8,584077,398498
2332,1,695514,321521
2333,8,561388,355834
2334,1,691600,397893
2335,8,610676,449688
2336,8,600114,413216
2337,1,626811,372435
2338,1,636291,360636
2339,8,570384,393553
2340,1,626700,401688
2341,1,624106,398619
2342,8,523329,404632
2343,1,611954,360938
2344,1,613536,395801
2345,8,576488,397913
2346,1,652745,406585
2347,1,603193,371867
2348,8,610026,444858
2349,1,629725,405117
2350,1,648429,422590
2351,8,562772,382904
2352,1,638823,411764
2353,1,617764,397102
2354,8,579922,379009
2355,1,610698,396326
2356,1,642607,374702
2357,1,621629,397208
2358,1,659321,404555
2359,8,576235,462612
2360,8,598628,425191
2361,1,623502,420376
2362,1,665965,449273
2363,1,608923,385575
2364,8,611579,407670
2365,1,617573,386848
2366,8,589862,418742
2367,1,653325,396810
2368,1,605073,372055
2369,1,623137,408209
2370,8,499262,398424
2371,1,619339,401624
2372,1,619295,397643
2373,8,578878,420108
2374,8,533577,355107
2375,8,615934,426539
2376,1,690195,475150
2377,1,673514,390760
2378,1,657120,386782
2379,8,549945,372313
2380,1,675858,410545
2381,1,626586,415166
2382,1,618449,404599
2383,1,638783,399478
2384,8,578113,395458
2385,1,622557,361134
2386,1,635324,420555
2387,1,666135,430421
2388,1,689725,465685
2389,8,593601,445149
2390,1,615094,383077
2391,1,624599,417673
2392,8,573969,434110
2393,1,642881,403147
2394,1,634383,422065
2395,8,582389,428200
2396,1,617330,369828
2397,1,621989,394856
2398,1,651828,468138
2399,1,612936,398723
2400,1,613351,407952
2401,8,562777,437516
2402,8,533212,366954
2403,1,618113,400002
2404,8,609344,448128
2405,1,615342,413931
2406,1,623989,368662
2407,1,620187,400168
2408,1,687638,439257
2409,8,573925,449341
2410,8,547270,403384
2411,1,619318,361696
2412,8,588432,446279
2413,8,592924,393730
2414,1,615325,383841
2415,8,611875,422910
2416,1,681941,370225
2417,1,620818,396967
2418,1,662154,385013
2419,8,554938,347875
2420,1,628655,321099
2421,1,619628,399433
2422,1,660333,393215
2423,1,618391,348381
2424,8,565829,395454
2425,1,617689,397001
2426,8,604554,393193
2427,8,572417,403906
2428,1,659193,384523
2429,1,632060,367800
2430,1,633894,404424
2431,1,620610,395343
2432,1,615175,397627
2433,1,624293,333944
2434,1,593689,316888
2435,1,617319,374666
2436,8,572244,349463
2437,1,619239,400025
2438,1,621622,390298
2439,1,622101,371771
2440,1,630205,338054
2441,1,654147,407182
2442,1,637594,420311
2443,1,629004,392271
2444,8,585207,336451
2445,1,618349,397614
2446,1,650157,402991
2447,11,638966,486628
2448,1,655201,411873
2449,8,602335,433298
2450,1,630706,388370
2451,1,617428,397343
2452,1,621537,390372
2453,1,631365,450732
2454,1,618406,404239
2455,8,601390,453925
2456,1,603945,361794
2457,1,619427,396945
2458,1,660103,414557
2459,1,700340,335010
2460,8,608182,416637
2461,1,661166,404325
2462,1,620939,385731
2463,1,626371,349696
2464,1,614683,367259
2465,1,619332,401992
2466,8,587453,401098
2467,1,652349,321291
2468,1,617954,395504
2469,1,636807,424537
2470,8,533889,333741
2471,1,623386,387031
2472,1,632952,385722
2473,1,695010,449565
2474,1,626843,367696
2475,12,488205,420586
2476,8,611547,411952
2477,1,621241,368090
2478,8,581240,362971
2479,1,608747,363132
2480,1,662177,420431
2481,1,615665,405490
2482,1,617447,366176
2483,8,560393,389490
2484,1,685785,409913
2485,1,623433,400160
2486,8,609091,437020
2487,1,624343,403629
2488,1,668879,388617
2489,8,567105,437623
2490,1,657450,365008
2491,8,591955,378142
2492,8,588952,437524
2493,8,607665,447516
2494,8,608601,418450
2495,1,662830,420955
2496,8,605891,428146
2497,1,615239,317684
2498,8,588933,366439
2499,1,618053,357534
2500,8,577773,434308
2501,8,606558,458285
2502,1,620955,389692
2503,9,738190,371970
2504,1,634661,446187
2505,8,571692,449353
2506,8,605650,447537
2507,1,639502,371440
2508,1,684568,380640
2509,1,658735,399039
2510,1,618157,384990
2511,1,618869,398187
2512,8,603388,403039
2513,8,585255,415823
2514,1,639507,438534
2515,8,594112,399331
2516,1,619475,400592
2517,8,571570,375257
2518,1,659297,373975
2519,8,603285,449307
2520,1,610199,394579
2521,8,590500,418472
2522,1,630904,404643
2523,8,591725,406549
2524,1,621560,397789
2525,8,563182,367521
2526,8,593879,444161
2527,1,616054,371666
2528,1,627679,395601
2529,8,608195,447380
2530,1,616737,397973
2531,1,650120,324477
2532,1,616926,398697
2533,1,650859,460072
2534,1,642157,345545
2535,8,601369,411415
2536,8,604703,392288
2537,1,721905,378957
2538,1,619415,397644
2539,8,571043,347389
2540,1,659191,459637
2541,1,629978,400626
2542,1,688487,383589
2543,8,598053,438963
2544,1,635242,356290
2545,8,605899,412428
2546,1,656642,407213
2547,1,619924,406713
2548,1,630067,372798
2549,8,600007,377908
2550,8,589164,386733
2551,1,630491,379017
2552,1,618676,377015
2553,1,639613,388524
2554,1,669409,415893
2555,1,681608,436537
2556,1,649968,371445
2557,1,629000,417990
2558,1,658884,390135
2559,8,605407,427914
2560,1,629891,414975
2561,1,621778,364695
2562,8,610722,418243
2563,8,601599,388540
2564,8,615649,429323
2565,1,627206,402647
2566,1,643965,366316
2567,1,614877,402442
2568,8,606486,420054
2569,1,668482,358452
2570,1,628715,434772
2571,14,196462,887983
2572,14,335970,846828
2573,14,272394,837600
2574,14,211165,825505
2575,14,226433,837646
2576,14,219686,859997
2577,14,242087,844255
2578,14,213558,873714
2579,14,245144,845719
2580,14,247997,878582
2581,14,283576,809069
2582,14,224676,859348
2583,14,298214,820903
2584,14,245468,859425
2585,14,222704,824909
2586,14,250921,819639
2587,14,249209,801933
2588,14,230591,874855
2589,14,234091,876039
2590,14,286769,862152
2591,14,224789,866804
2592,14,245023,849247
2593,14,263626,851699
2594,14,250198,825417
2595,14,231263,863308
2596,14,307605,840195
2597,14,276635,875623
2598,14,230399,842538
2599,14,274070,798617
2600,14,247939,831010
2601,14,209922,850026
2602,14,300726,862728
2603,14,222727,770963
2604,14,239505,885057
2605,14,291561,845450
2606,14,221122,832810
2607,14,194258,914691
2608,14,228928,855040
2609,14,264627,808661
2610,14,225916,843329
2611,14,240221,843932
2612,14,276600,823311
2613,14,204854,810013
2614,14,278326,829095
2615,14,246047,846189
2616,14,251032,876118
2617,14,285258,848668
2618,14,260943,889692
2619,14,245928,867228
2620,14,221002,870506
2621,14,292872,896822
2622,14,261896,897475
2623,14,269723,849664
2624,14,243941,843256
2625,14,249370,872804
2626,14,237120,856814
2627,14,257472,849587
2628,14,253703,834676
2629,14,238080,830689
2630,14,225991,869734
2631,14,231781,799444
